Using simplest formulation of policy gradient.

epoch:   0 	 loss: 9.372 	 return: 20.533 	 ep_len: 20.533
epoch:   1 	 loss: 9.703 	 return: 21.229 	 ep_len: 21.229
epoch:   2 	 loss: 11.490 	 return: 25.531 	 ep_len: 25.531
epoch:   3 	 loss: 13.674 	 return: 29.775 	 ep_len: 29.775
epoch:   4 	 loss: 15.128 	 return: 32.532 	 ep_len: 32.532
epoch:   5 	 loss: 15.685 	 return: 35.807 	 ep_len: 35.807
epoch:   6 	 loss: 20.075 	 return: 40.902 	 ep_len: 40.902
epoch:   7 	 loss: 18.584 	 return: 43.730 	 ep_len: 43.730
epoch:   8 	 loss: 18.227 	 return: 45.727 	 ep_len: 45.727
epoch:   9 	 loss: 19.667 	 return: 47.933 	 ep_len: 47.933
epoch:  10 	 loss: 20.882 	 return: 54.793 	 ep_len: 54.793
epoch:  11 	 loss: 21.050 	 return: 56.281 	 ep_len: 56.281
epoch:  12 	 loss: 20.379 	 return: 54.419 	 ep_len: 54.419
epoch:  13 	 loss: 28.754 	 return: 75.000 	 ep_len: 75.000
epoch:  14 	 loss: 27.014 	 return: 70.192 	 ep_len: 70.192
epoch:  15 	 loss: 23.302 	 return: 66.039 	 ep_len: 66.039
epoch:  16 	 loss: 27.332 	 return: 76.194 	 ep_len: 76.194
epoch:  17 	 loss: 27.899 	 return: 78.922 	 ep_len: 78.922
epoch:  18 	 loss: 28.681 	 return: 83.667 	 ep_len: 83.667
epoch:  19 	 loss: 32.392 	 return: 90.246 	 ep_len: 90.246
epoch:  20 	 loss: 33.158 	 return: 96.500 	 ep_len: 96.500
epoch:  21 	 loss: 34.593 	 return: 102.816 	 ep_len: 102.816
epoch:  22 	 loss: 39.281 	 return: 114.636 	 ep_len: 114.636
epoch:  23 	 loss: 49.309 	 return: 141.583 	 ep_len: 141.583
epoch:  24 	 loss: 86.461 	 return: 239.714 	 ep_len: 239.714
epoch:  25 	 loss: 91.765 	 return: 273.579 	 ep_len: 273.579
epoch:  26 	 loss: 104.776 	 return: 328.188 	 ep_len: 328.188
epoch:  27 	 loss: 99.178 	 return: 286.444 	 ep_len: 286.444
epoch:  28 	 loss: 97.297 	 return: 281.842 	 ep_len: 281.842
epoch:  29 	 loss: 102.741 	 return: 325.312 	 ep_len: 325.312
epoch:  30 	 loss: 106.003 	 return: 335.000 	 ep_len: 335.000
epoch:  31 	 loss: 113.203 	 return: 382.857 	 ep_len: 382.857
epoch:  32 	 loss: 121.044 	 return: 429.917 	 ep_len: 429.917
epoch:  33 	 loss: 121.414 	 return: 397.308 	 ep_len: 397.308
epoch:  34 	 loss: 134.054 	 return: 479.182 	 ep_len: 479.182
epoch:  35 	 loss: 122.233 	 return: 418.167 	 ep_len: 418.167
epoch:  36 	 loss: 122.238 	 return: 420.250 	 ep_len: 420.250
epoch:  37 	 loss: 123.408 	 return: 444.167 	 ep_len: 444.167
epoch:  38 	 loss: 136.583 	 return: 499.909 	 ep_len: 499.909
epoch:  39 	 loss: 137.712 	 return: 500.000 	 ep_len: 500.000
epoch:  40 	 loss: 132.680 	 return: 470.455 	 ep_len: 470.455
epoch:  41 	 loss: 136.343 	 return: 500.000 	 ep_len: 500.000
epoch:  42 	 loss: 134.688 	 return: 500.000 	 ep_len: 500.000
epoch:  43 	 loss: 137.182 	 return: 500.000 	 ep_len: 500.000
epoch:  44 	 loss: 134.731 	 return: 488.364 	 ep_len: 488.364
epoch:  45 	 loss: 135.795 	 return: 500.000 	 ep_len: 500.000
epoch:  46 	 loss: 131.883 	 return: 484.818 	 ep_len: 484.818
epoch:  47 	 loss: 135.654 	 return: 500.000 	 ep_len: 500.000
epoch:  48 	 loss: 135.809 	 return: 500.000 	 ep_len: 500.000
epoch:  49 	 loss: 131.698 	 return: 475.545 	 ep_len: 475.545
epoch:  50 	 loss: 128.795 	 return: 465.091 	 ep_len: 465.091
epoch:  51 	 loss: 110.678 	 return: 398.000 	 ep_len: 398.000
epoch:  52 	 loss: 102.360 	 return: 364.357 	 ep_len: 364.357
epoch:  53 	 loss: 84.682 	 return: 307.471 	 ep_len: 307.471
epoch:  54 	 loss: 80.365 	 return: 289.833 	 ep_len: 289.833
epoch:  55 	 loss: 78.512 	 return: 280.722 	 ep_len: 280.722
epoch:  56 	 loss: 77.950 	 return: 274.895 	 ep_len: 274.895
epoch:  57 	 loss: 86.366 	 return: 299.235 	 ep_len: 299.235
epoch:  58 	 loss: 96.106 	 return: 350.467 	 ep_len: 350.467
epoch:  59 	 loss: 120.001 	 return: 440.250 	 ep_len: 440.250
epoch:  60 	 loss: 130.936 	 return: 479.636 	 ep_len: 479.636
epoch:  61 	 loss: 130.182 	 return: 491.545 	 ep_len: 491.545
epoch:  62 	 loss: 129.307 	 return: 470.000 	 ep_len: 470.000
epoch:  63 	 loss: 132.824 	 return: 500.000 	 ep_len: 500.000
epoch:  64 	 loss: 127.337 	 return: 466.000 	 ep_len: 466.000
epoch:  65 	 loss: 121.348 	 return: 417.308 	 ep_len: 417.308
epoch:  66 	 loss: 126.545 	 return: 475.455 	 ep_len: 475.455
epoch:  67 	 loss: 127.601 	 return: 484.909 	 ep_len: 484.909
epoch:  68 	 loss: 118.572 	 return: 449.917 	 ep_len: 449.917
epoch:  69 	 loss: 125.631 	 return: 500.000 	 ep_len: 500.000
epoch:  70 	 loss: 124.287 	 return: 482.455 	 ep_len: 482.455
epoch:  71 	 loss: 123.768 	 return: 494.455 	 ep_len: 494.455
epoch:  72 	 loss: 125.009 	 return: 500.000 	 ep_len: 500.000
epoch:  73 	 loss: 124.539 	 return: 468.455 	 ep_len: 468.455
epoch:  74 	 loss: 126.240 	 return: 500.000 	 ep_len: 500.000
epoch:  75 	 loss: 126.028 	 return: 500.000 	 ep_len: 500.000
epoch:  76 	 loss: 120.869 	 return: 456.455 	 ep_len: 456.455
epoch:  77 	 loss: 119.810 	 return: 451.667 	 ep_len: 451.667
epoch:  78 	 loss: 113.986 	 return: 419.692 	 ep_len: 419.692
epoch:  79 	 loss: 124.604 	 return: 489.818 	 ep_len: 489.818
epoch:  80 	 loss: 125.983 	 return: 492.091 	 ep_len: 492.091
epoch:  81 	 loss: 119.186 	 return: 451.417 	 ep_len: 451.417
epoch:  82 	 loss: 122.318 	 return: 476.545 	 ep_len: 476.545
epoch:  83 	 loss: 124.931 	 return: 476.818 	 ep_len: 476.818
epoch:  84 	 loss: 126.483 	 return: 470.455 	 ep_len: 470.455
epoch:  85 	 loss: 128.760 	 return: 500.000 	 ep_len: 500.000
epoch:  86 	 loss: 127.450 	 return: 499.273 	 ep_len: 499.273
epoch:  87 	 loss: 124.280 	 return: 459.273 	 ep_len: 459.273
epoch:  88 	 loss: 127.955 	 return: 500.000 	 ep_len: 500.000
epoch:  89 	 loss: 126.328 	 return: 500.000 	 ep_len: 500.000
epoch:  90 	 loss: 126.277 	 return: 500.000 	 ep_len: 500.000
epoch:  91 	 loss: 124.419 	 return: 487.364 	 ep_len: 487.364
epoch:  92 	 loss: 125.818 	 return: 497.091 	 ep_len: 497.091
epoch:  93 	 loss: 121.392 	 return: 470.364 	 ep_len: 470.364
epoch:  94 	 loss: 124.848 	 return: 497.091 	 ep_len: 497.091
epoch:  95 	 loss: 125.614 	 return: 500.000 	 ep_len: 500.000
epoch:  96 	 loss: 124.293 	 return: 500.000 	 ep_len: 500.000
epoch:  97 	 loss: 119.638 	 return: 485.182 	 ep_len: 485.182
epoch:  98 	 loss: 124.060 	 return: 500.000 	 ep_len: 500.000
epoch:  99 	 loss: 124.501 	 return: 500.000 	 ep_len: 500.000
epoch: 100 	 loss: 124.156 	 return: 500.000 	 ep_len: 500.000
/Users/Matthew/PycharmProjects/CS6955_A5/reward_to_go.py:110: UserWarning: Creating a tensor from a list of numpy.ndarrays is extremely slow. Please consider converting the list to a single numpy.ndarray with numpy.array() before converting to a tensor. (Triggered internally at /Users/runner/work/pytorch/pytorch/pytorch/torch/csrc/utils/tensor_new.cpp:256.)
  batch_loss = compute_loss(obs=torch.as_tensor(batch_obs, dtype=torch.float32),
/Users/Matthew/PycharmProjects/CS6955_A5/reward_to_go.py:124: UserWarning: Converting a tensor with requires_grad=True to a scalar may lead to unexpected behavior.
Consider using tensor.detach() first. (Triggered internally at /Users/runner/work/pytorch/pytorch/pytorch/torch/csrc/autograd/generated/python_variable_methods.cpp:837.)
  print('epoch: %3d \t loss: %.3f \t return: %.3f \t ep_len: %.3f'%

=== Run 2 ===

Using simplest formulation of policy gradient.

epoch:   0 	 loss: 9.772 	 return: 21.528 	 ep_len: 21.528
epoch:   1 	 loss: 10.120 	 return: 22.565 	 ep_len: 22.565
epoch:   2 	 loss: 12.962 	 return: 27.266 	 ep_len: 27.266
epoch:   3 	 loss: 14.002 	 return: 29.398 	 ep_len: 29.398
epoch:   4 	 loss: 15.547 	 return: 32.688 	 ep_len: 32.688
epoch:   5 	 loss: 15.722 	 return: 33.873 	 ep_len: 33.873
